,Body type,Kilometers driven,Transmission type,Number of Owners,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Steering Type,Top Speed,Cargo Volumn,City
52,8,7.272727272727273e-05,0,0.2,0.973684210526315,0.19213765511481373,1,4,0.375,0.5850000000000001,0.09160286736693699,1,250.0,0.0024705455920169825,0
53,2,0.01090909090909091,1,0.4,0.6052631578947327,0.005540981005254143,4,5,0.375,0.1592,0.09494432741498646,4,137.0,0.0024705455920169825,0
54,2,0.008051818181818183,1,0.2,0.8947368421052602,0.016751246310285822,4,5,0.375,0.2394,0.08666867288594646,4,170.0,6.646975003219628e-05,0
55,7,0.018181818181818184,0,0.4,0.7631578947368425,0.08389229765332502,1,5,0.625,0.5974,0.03174842010231719,4,220.0,0.00016903049715218663,0
56,7,0.004545454545454546,0,0.2,0.9473684210526301,0.05375717586560545,1,0,0.5,0.3912,0.052663256093891074,4,170.0,1.1424488286783736e-05,0
57,2,0.00667909090909091,1,0.2,0.8684210526315752,0.014581517541570013,4,0,0.375,0.2394,0.08892566957568462,4,165.0,5.8939973661361544e-05,0
58,7,0.014363636363636365,0,0.2,0.7894736842105203,0.06448527922203362,1,0,0.625,0.5934,0.037541378272645205,4,215.0,7.815388578004329e-05,0
59,7,0.02181818181818182,1,0.4,0.6578947368421026,0.015184219977324404,1,5,0.75,0.4358,0.03739091182666266,4,170.0,0.0024705455920169825,0
60,2,0.0018181818181818184,0,0.2,0.973684210526315,0.01277341023430684,4,5,0.375,0.1998,0.11224796870297923,1,170.0,6.491186526581668e-05,0
61,7,0.009753636363636364,1,0.2,0.8684210526315752,0.019403137027605145,1,0,0.375,0.2994,0.1084863075534156,4,154.19,8.334683500130863e-05,0
62,2,0.018181818181818184,1,0.4,0.5526315789473628,0.004817738082348874,4,5,0.375,0.2682,0.06184170929882638,4,166.0,0.0024705455920169825,0
63,2,0.009814909090909091,0,0.2,0.7631578947368425,0.009832222347825409,4,0,0.375,0.1996,0.147457117062895,1,170.0,7.373987894196776e-05,0
64,8,0.02,1,0.2,0.7631578947368425,0.01626908436168231,1,5,0.375,0.29960000000000003,0.10577791152572977,4,183.0,0.00011190805571826796,0
65,7,0.006862,1,0.4,0.8947368421052602,0.021934487257773586,4,5,0.375,0.2992,0.06635570267830276,1,170.0,8.386612992343516e-05,0
66,2,0.0031576363636363638,1,0.2,0.9473684210526301,0.010483140978440154,4,0,0.375,0.1592,0.11262413481793562,4,170.0,0.0024705455920169825,0
67,7,0.01709090909090909,1,0.2,0.8421052631578902,0.028323133076770136,1,0,0.375,0.3164,0.09471862774601267,4,190.0,9.632920805447196e-05,0
68,7,0.006127272727272728,0,0.2,0.9473684210526301,0.051949068558342276,1,0,0.375,0.3912,0.05657538368943726,4,170.0,0.00010282039458105363,0
69,2,0.009927454545454547,1,0.6000000000000001,0.7631578947368425,0.010169735711847868,4,0,0.375,0.2394,0.1151068311766476,1,170.0,6.205574319412075e-05,0
70,2,0.02,1,0.2,0.8684210526315752,0.01614854387453143,1,5,0.375,0.24960000000000002,0.16039723141739393,4,170.0,6.205574319412075e-05,0
71,2,0.011636363636363637,1,0.4,0.8421052631578902,0.011568005362798058,4,4,0.375,0.1996,0.12052362323201929,4,150.0,5.348737697903294e-05,0
72,8,0.007368181818181819,0,0.2,0.8157894736842053,0.0813609474231566,1,0,0.375,0.399,0.1104423713511887,4,226.0,0.00012748690338206396,0
73,8,0.018181818181818184,1,0.2,0.7894736842105203,0.015184219977324404,1,5,0.375,0.24960000000000002,0.14392115558230517,4,160.0,0.0001248904287714313,0
74,2,0.008028,0,0.4,0.8157894736842053,0.012460004967714555,4,0,0.375,0.2398,0.08967800180559735,4,172.0,8.438542484556168e-05,0
75,4,0.012727272727272728,1,0.2,0.8157894736842053,0.017595029720341968,1,5,0.625,0.2922,0.0970508576587421,4,170.0,4.621724806926148e-05,0
76,8,0.014363636363636365,0,0.2,0.8684210526315752,0.042667451047724646,4,0,0.375,0.35960000000000003,0.06033704483900091,4,220.0,0.0001456622256564926,0
77,2,0.012370727272727273,1,0.4,0.8421052631578902,0.010796546245032436,4,5,0.375,0.2398,0.12609088173337346,4,150.0,5.5304909206475805e-05,0
78,2,0.01090909090909091,1,0.4,0.7631578947368425,0.009639357568384004,4,5,0.375,0.2394,0.08591634065603371,4,156.0,5.3747024440096206e-05,0
79,2,0.01090909090909091,1,0.4,0.7631578947368425,0.009639357568384004,4,5,0.375,0.2394,0.08591634065603371,4,156.0,5.3747024440096206e-05,0
80,2,0.0018181818181818184,1,0.2,0.9473684210526301,0.02169340628347183,4,5,0.375,0.1996,0.09720132410472465,1,170.0,7.322058401984122e-05,0
81,8,0.009067818181818182,1,0.2,0.7368421052631575,0.012363572577993854,4,4,0.375,0.2994,0.07312669274751732,4,170.0,0.0001238518389271782,0
82,2,0.016363636363636365,0,0.6000000000000001,0.7368421052631575,0.020005839463359536,4,5,0.375,0.2394,0.07613602166716821,4,170.0,0.0024705455920169825,0
83,8,0.008901818181818183,1,0.4,0.8421052631578902,0.017619137817772145,1,5,0.375,0.29960000000000003,0.1057026783027385,4,185.0,0.00011190805571826796,0
84,2,0.012727272727272728,1,0.4,0.7631578947368425,0.008867898450618382,1,5,0.375,0.224,0.12729461330123384,4,157.0,5.8939973661361544e-05,0
85,2,0.012363636363636365,1,0.4,0.7368421052631575,0.0113269243884963,4,0,0.375,0.2394,0.08591634065603371,4,170.0,0.0024705455920169825,0
86,7,0.0041849090909090916,1,0.2,0.8157894736842053,0.011423356778217004,1,4,0.5,0.2396,0.13722539873608186,4,160.0,5.556455666753908e-05,0
87,2,0.015090909090909092,1,0.4,0.7368421052631575,0.01217070779855245,1,0,0.375,0.2792,0.1067559434246163,4,170.0,0.0024705455920169825,0
88,7,0.01672727272727273,0,0.4,0.8157894736842053,0.06918635822091787,1,0,0.375,0.399,0.07124586217273549,1,170.0,0.0024705455920169825,0
89,2,0.011298,1,0.2,0.8684210526315752,0.01277341023430684,4,0,0.375,0.1996,0.10103821847727959,4,152.0,3.920676662055328e-05,0
90,2,0.013454545454545455,1,0.2,0.7368421052631575,0.008313412209724341,3,0,0.375,0.2172,0.09118266626542282,4,165.0,5.089090236840027e-05,0
91,2,0.004818181818181819,0,0.4,0.8157894736842053,0.009639357568384004,4,0,0.375,0.1998,0.12759554619319893,4,159.4,7.036446194814528e-05,0
92,8,0.014857454545454547,0,0.2,0.8421052631578902,0.045198801277893094,1,0,0.375,0.39380000000000004,0.15009027986758955,4,215.0,9.113625883320662e-05,0
93,8,0.004363636363636364,0,0.4,0.8684210526315752,0.1439214602544624,1,0,0.375,0.5974,0.07463135720734276,1,250.0,0.0001326798526033293,0
94,7,0.0018181818181818184,0,0.2,0.973684210526315,0.024827458949394667,4,5,0.375,0.2394,0.07463135720734276,4,170.0,5.971891604455135e-05,0
95,7,0.003272727272727273,0,0.2,0.9473684210526301,0.04953825881532471,4,0,0.5,0.2902,0.07132109539572676,4,170.0,3.2715580093971605e-05,0
96,2,0.006944909090909091,1,0.2,0.7368421052631575,0.009012547035199436,4,4,0.375,0.2396,0.09268733072524826,4,170.0,3.790852931523694e-05,0
97,2,0.004181818181818182,0,0.4,0.8421052631578902,0.016992327284587577,4,0,0.375,0.2394,0.09389106229310865,1,170.0,8.04907129296127e-05,0
98,2,0.009090909090909092,1,0.2,0.7368421052631575,0.005299900030952386,4,5,0.375,0.1996,0.10412278061992178,4,170.0,0.0024705455920169825,0
99,7,0.0018181818181818184,0,0.2,0.973684210526315,0.0196442180019069,4,5,0.375,0.1998,0.08990370147457119,1,170.0,9.762744535978829e-05,0
100,2,0.003454545454545455,1,0.2,0.8947368421052602,0.01626908436168231,4,5,0.375,0.2394,0.08892566957568462,4,165.0,5.8939973661361544e-05,0
101,7,0.0025454545454545456,0,0.2,0.9210526315789451,0.04110042471476323,4,0,0.375,0.2706,0.07086969605777912,1,170.0,0.00010489757426955976,0
102,2,0.005321454545454546,1,0.2,0.7631578947368425,0.007469628799668194,4,0,0.375,0.1628,0.10547697863376468,4,135.0,4.829442775776761e-05,0
103,8,0.003636363636363637,0,0.2,0.8947368421052602,0.023380973103584127,4,5,0.375,0.2394,0.08358411074330427,4,185.0,0.00012073606939441902,0
104,8,0.005454545454545455,1,0.2,0.8684210526315752,0.017595029720341968,4,5,0.375,0.2992,0.07538368943725551,4,170.0,0.00011606241509528024,0
105,2,0.011704363636363638,0,0.2,0.8684210526315752,0.01771557020749285,4,5,0.375,0.2398,0.08967800180559735,4,172.0,8.438542484556168e-05,0
106,7,0.005454545454545455,1,0.2,0.9473684210526301,0.041703127150517626,1,5,0.375,0.3912,0.07771591934998495,4,170.0,0.00014488328327330282,0
107,7,0.001290909090909091,0,0.2,0.973684210526315,0.04973112359476612,4,0,0.5,0.39980000000000004,0.05356605476978634,4,170.0,0.0024705455920169825,0
108,2,0.007941636363636364,1,0.2,0.6578947368421026,0.006047251051287832,4,0,0.375,0.2172,0.09577189286789045,4,170.0,0.0024705455920169825,0
109,7,0.007272727272727274,0,0.2,0.8684210526315752,0.030372321358335067,4,5,0.375,0.31820000000000004,0.05808004814926273,4,170.0,9.632920805447196e-05,0
110,2,0.007374909090909092,1,0.2,0.7105263157894726,0.010025087127266817,1,4,0.375,0.2792,0.11631056274450799,4,170.0,0.0024705455920169825,0
111,7,0.004818181818181819,0,0.4,0.9473684210526301,0.03989501984325445,4,0,0.375,0.27940000000000004,0.09160286736693699,4,170.0,0.0024705455920169825,0
112,7,0.003636363636363637,0,0.2,0.8947368421052602,0.0296490784354298,4,5,0.375,0.1996,0.08328317785133915,4,170.0,8.334683500130863e-05,0
113,7,0.010654545454545455,0,0.2,0.8157894736842053,0.03205988817844736,1,5,0.625,0.4358,0.06710803490821549,4,185.0,0.0001794163955947173,0
114,7,0.003636363636363637,0,0.2,0.8947368421052602,0.0296490784354298,4,5,0.375,0.1996,0.08328317785133915,4,170.0,8.334683500130863e-05,0
115,7,0.0076454545454545456,0,0.2,0.9210526315789451,0.053154473429851065,4,0,0.375,0.29960000000000003,0.08516400842612096,4,170.0,0.00010801334380231895,0
116,2,0.011821272727272727,0,0.2,0.7894736842105203,0.010965302927043664,4,3,0.375,0.1996,0.12052362323201929,4,150.0,5.348737697903294e-05,0
117,8,0.014545454545454547,0,0.4,0.6052631578947327,0.013978815105815622,1,5,0.375,0.399,0.04604273247065905,4,216.0,0.00011190805571826796,0
118,7,0.005454545454545455,0,0.2,0.9473684210526301,0.05857879535164059,4,5,0.375,0.2736,0.05281372253987362,4,170.0,0.0024705455920169825,0
119,7,0.003636363636363637,0,0.2,0.9210526315789451,0.03868961497174567,4,5,0.375,0.2706,0.07086969605777912,1,170.0,0.00010489757426955976,0
120,8,0.0066089090909090915,0,0.2,0.7631578947368425,0.03929231740750006,1,5,0.375,0.3936,0.07613602166716821,4,170.0,0.00013917103912991095,0
121,2,0.014545454545454547,1,0.6000000000000001,0.6315789473684177,0.005516872907823968,4,5,0.375,0.2394,0.09990972013241048,4,170.0,0.0024705455920169825,0
122,7,0.015162545454545456,1,0.4,0.7631578947368425,0.01470205802872089,4,5,0.375,0.3196,0.04634366536262414,4,170.0,0.00011580276763421697,0
123,7,0.005454545454545455,0,0.4,0.8157894736842053,0.062170901868736764,1,5,0.375,0.3936,0.05326512187782125,4,200.0,0.0001326798526033293,0
124,2,0.014545454545454547,1,0.6000000000000001,0.6315789473684177,0.005516872907823968,4,5,0.375,0.2394,0.09990972013241048,4,170.0,0.0024705455920169825,0
125,2,0.009491636363636364,1,0.2,0.8421052631578902,0.008795574158327855,4,4,0.375,0.1996,0.1302287089978935,4,170.0,4.803478029670434e-05,0
126,2,0.02,1,0.6000000000000001,0.7105263157894726,0.006746385876762925,4,5,0.375,0.2394,0.07463135720734276,4,170.0,6.906622464282895e-05,0
127,7,0.016181818181818183,0,0.2,0.8421052631578902,0.0712355465024828,1,5,0.625,0.6396000000000001,0.028814324405657545,4,160.2,0.0024705455920169825,0
128,2,0.005420545454545455,1,0.4,0.7631578947368425,0.00616779153843871,4,0,0.375,0.1592,0.11262413481793562,4,170.0,0.0024705455920169825,0
129,2,0.005454545454545455,1,0.2,0.8684210526315752,0.011568005362798058,4,5,0.375,0.23920000000000002,0.08335841107433042,0,157.0,5.919962112242481e-05,0
130,2,0.0024263636363636367,0,0.2,0.9210526315789451,0.017112867771738455,4,0,0.375,0.2394,0.10389708095094796,1,170.0,5.9978563505614614e-05,0
131,7,0.0031090909090909094,0,0.2,0.973684210526315,0.053636635378454575,1,0,0.625,0.29960000000000003,0.08290701173638279,4,170.0,0.0024705455920169825,0
132,2,0.013636363636363637,1,0.2,0.7631578947368425,0.009133087522350314,4,0,0.375,0.2394,0.08892566957568462,4,165.0,5.8939973661361544e-05,0
133,2,0.013731454545454547,1,0.4,0.6842105263157876,0.007035683045925033,4,0,0.375,0.2394,0.09990972013241048,4,170.0,0.0024705455920169825,0
