,Body type,Kilometers driven,Transmission type,Number of Owners,Car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of doors,Cargo Volumn,City
1331,Sedan,81777,Manual,3,Maruti Swift Dzire,2014,475000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Silver,No,No,Electric,170.0,4,378,bangalore
1332,Sedan,48698,Automatic,2,Honda City,2016,747000.0,Petrol,Comprehensive,5.0,1497.0,18.0,Others,No,No,Power,195.0,4,510,bangalore
1333,SUV,21000,Automatic,1,Kia Seltos,2020,1590000.0,Petrol,Comprehensive,5.0,1353.0,16.5,Grey,Yes,No,Electric,170.0,5,433,bangalore
1334,Hatchback,67771,Automatic,2,Hyundai Grand i10,2016,520000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,bangalore
1335,Sedan,60386,Manual,1,Maruti Swift Dzire,2015,530000.0,Petrol,Third Party,5.0,1197.0,22.41,White,No,No,Electric,170.0,4,378,bangalore
1336,Hatchback,48928,Automatic,1,Tata Tiago,2018,595000.0,Petrol,Comprehensive,5.0,1199.0,23.84,Red,No,No,Power,150.0,5,242,bangalore
1337,Hatchback,111374,Manual,1,Hyundai i20,2010,312000.0,Petrol,Third Party,5.0,1197.0,18.5,Silver,No,No,Power,170.0,5,9544,bangalore
1338,SUV,33000,Manual,2,Hyundai Creta,2017,920000.0,Petrol,Third Party insurance,5.0,1591.0,15.8,Grey,No,No,Power,170.0,5,400,bangalore
1339,Hatchback,40561,Manual,1,Maruti Alto 800,2021,403000.0,Petrol,Zero Dep,5.0,796.0,22.05,Silver,No,No,Power,170.0,5,9544,bangalore
1340,Hatchback,92529,Manual,1,Maruti Swift,2013,415000.00000000006,Petrol,Comprehensive,5.0,1197.0,22.38,White,No,No,Electric,170.0,5,268,bangalore
1341,Sedan,42000,Automatic,1,Honda Amaze,2019,850000.0,Petrol,Comprehensive,5.0,1199.0,18.1,Maroon,No,No,Power,160.0,4,400,bangalore
1342,MUV,55342,Automatic,1,Kia Carnival,2020,2700000.0,Diesel,Comprehensive,7.0,2199.0,14.11,Aurora Black Pearl,Yes,No,Power,170.0,5,540,bangalore
1343,SUV,51000,Manual,1,Ford Ecosport,2021,1145000.0,Diesel,Comprehensive,5.0,1498.0,21.7,Brown,Yes,No,Electric,170.0,5,352,bangalore
1344,SUV,37000,Manual,2,Mahindra XUV500,2018,1275000.0,Diesel,Comprehensive,7.0,2179.0,15.1,Silver,Yes,No,Power,170.0,5,9544,bangalore
1345,Hatchback,36468,Manual,1,Honda Jazz,2017,645000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Silver,No,No,Power,172.0,5,354,bangalore
1346,SUV,11250,Manual,1,Mahindra XUV300,2022,1440000.0,Petrol,Comprehensive,5.0,1197.0,16.82,Black,Yes,No,Power,170.0,5,9544,bangalore
1347,MUV,36000,Manual,1,Maruti Ertiga,2019,1145000.0,Petrol,Comprehensive,7.0,1462.0,19.01,Golden,No,No,Power,170.0,5,209,bangalore
1348,SUV,36368,Automatic,1,Hyundai Venue,2019,1225000.0,Petrol,Third Party insurance,5.0,998.0,18.15,Blue,Yes,No,Power,170.0,5,350,bangalore
1349,Sedan,36000,Automatic,2,Mercedes-Benz S-Class,2016,5275000.0,Diesel,Comprehensive,5.0,2987.0,13.5,White,Yes,No,Power,250.0,4,530,bangalore
1350,SUV,62000,Automatic,3,BMW X3,2017,3800000.0,Diesel,Comprehensive,5.0,1995.0,18.56,White,Yes,No,Power,210.0,5,550,bangalore
1351,Sedan,39466,Manual,1,Honda City,2018,888000.0000000001,Petrol,Comprehensive,5.0,1497.0,17.4,Brown,No,No,Power,189.0,4,510,bangalore
1352,Hatchback,49570,Manual,1,Maruti Swift,2014,507000.0,Petrol,Comprehensive,5.0,1197.0,22.38,White,No,No,Electric,170.0,5,268,bangalore
1353,Sedan,23382,Automatic,2,Volkswagen Vento,2018,1020000.0,Petrol,Comprehensive,5.0,1197.0,18.19,Beige,Yes,No,Power,185.0,4,494,bangalore
1354,Hatchback,42954,Manual,1,Maruti S-Presso,2021,472000.0,Petrol,Comprehensive,5.0,998.0,21.7,White,No,No,Power,170.0,5,9544,bangalore
1355,Hatchback,68306,Manual,1,Maruti Swift,2014,471000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,bangalore
1356,Hatchback,54961,Manual,1,Hyundai i20,2018,821000.0000000001,Diesel,Comprehensive,5.0,1396.0,22.54,Star Dust,Yes,No,Power,180.0,5,285,bangalore
1357,Hatchback,91087,Manual,1,Maruti Swift,2015,510000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Red,No,No,Electric,170.0,5,268,bangalore
1358,Hatchback,16691,Manual,1,Renault KWID,2022,599000.0,Petrol,Third Party,5.0,999.0,21.74,White,No,No,Electric,170.0,5,279,bangalore
1359,Hatchback,80190,Manual,1,Maruti Wagon R,2016,402000.0,Petrol,Comprehensive,5.0,998.0,20.51,Brown,No,No,Power,152.0,5,180,bangalore
1360,SUV,54639,Manual,1,Hyundai Creta,2017,1002000.0,Petrol,Third Party insurance,5.0,1591.0,15.29,Red,No,No,Power,185.0,5,400,bangalore
1361,SUV,50225,Manual,1,Maruti SX4 S Cross,2020,975000.0,Petrol,Comprehensive,5.0,1462.0,18.55,Grey,No,No,Power,170.0,5,375,bangalore
1362,Hatchback,68017,Manual,1,Hyundai i20,2018,795000.0,Diesel,Comprehensive,5.0,1396.0,22.54,Blue,No,No,Power,170.0,5,285,bangalore
1363,Hatchback,87912,Manual,1,Volkswagen Polo,2016,550000.0,Petrol,Comprehensive,5.0,1199.0,16.2,Flash Red,No,No,Power,165.0,5,280,bangalore
1364,SUV,2045,Manual,1,Tata Nexon,2021,1298000.0,Petrol,Third Party insurance,5.0,1199.0,17.57,Black,Yes,No,Power,170.0,5,350,bangalore
1365,SUV,24305,Manual,1,Maruti SX4 S Cross,2021,1085000.0,Petrol,Third Party insurance,5.0,1462.0,18.55,Blue,No,No,Power,170.0,5,375,bangalore
1366,Hatchback,2500,Automatic,1,Tata Nano,2015,335000.0,Petrol,Comprehensive,4.0,624.0,25.4,Purple,No,No,Power,105.0,4,80,bangalore
1367,SUV,31489,Automatic,1,Tata Nexon,2020,1109000.0,Petrol,Third Party insurance,5.0,1199.0,17.05,Blue,No,No,Electric,170.0,5,350,bangalore
1368,Sedan,82268,Manual,2,Fiat Linea,2014,350000.0,Petrol,Not Available,5.0,1368.0,14.6,Golden,Yes,No,Power,186.0,4,9544,bangalore
1369,SUV,73834,Manual,1,Ford Ecosport,2019,894999.9999999999,Diesel,Third Party insurance,5.0,1498.0,23.0,Black,Yes,No,Power,170.0,4,352,bangalore
1370,SUV,73000,Manual,2,Toyota Fortuner,2014,1775000.0,Diesel,Comprehensive,7.0,2982.0,13.0,Grey,Yes,No,Power,176.0,5,296,bangalore
1371,Hatchback,41436,Manual,1,Maruti Celerio,2017,466000.0,Petrol,Comprehensive,5.0,998.0,23.1,Silver,No,No,Power,150.0,5,235,bangalore
1372,Sedan,19024,Manual,2,Honda City,2019,924000.0,Petrol,Zero Dep,5.0,1497.0,17.4,Brown,No,No,Power,189.0,4,510,bangalore
1373,MUV,73000,Manual,1,Mahindra Xylo,2016,775000.0,Diesel,Comprehensive,8.0,2179.0,14.02,Red,No,No,Power,160.0,5,376,bangalore
1374,Hatchback,73140,Manual,2,Maruti Alto 800,2020,378000.0,Petrol,Comprehensive,5.0,796.0,22.05,Red,No,No,Power,170.0,5,9544,bangalore
1375,Hatchback,29289,Manual,1,Maruti Swift,2015,555000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,bangalore
1376,Sedan,39116,Automatic,1,Honda City,2016,899000.0,Petrol,Comprehensive,5.0,1497.0,18.0,Silver,No,No,Power,195.0,4,510,bangalore
1377,Hatchback,41958,Manual,1,Maruti Alto 800,2019,370000.0,Petrol,Third Party,5.0,796.0,24.7,Silver,No,No,Power,140.0,5,177,bangalore
1378,SUV,26626,Manual,1,Honda WR-V,2018,810000.0,Petrol,Third Party insurance,5.0,1199.0,17.5,Brown,No,No,Electric,164.26,5,363,bangalore
1379,Hatchback,63460,Automatic,1,Honda Jazz,2019,774000.0,Petrol,Third Party insurance,5.0,1199.0,18.2,White,No,No,Power,172.0,5,354,bangalore
1380,Hatchback,35711,Manual,1,Hyundai Santro,2019,530000.0,Petrol,Comprehensive,5.0,1086.0,20.3,Red,No,No,Power,170.0,5,235,bangalore
1381,SUV,20057,Manual,1,Honda WR-V,2020,945000.0,Petrol,Comprehensive,5.0,1199.0,16.5,Brown,No,No,Electric,170.0,5,363,bangalore
1382,Hatchback,25396,Manual,1,Tata Altroz,2020,880000.0000000001,Petrol,Third Party insurance,5.0,1199.0,19.33,Golden,No,No,Electric,170.0,5,345,bangalore
1383,Hatchback,88000,Manual,1,Hyundai i20,2013,525000.0,Diesel,Comprehensive,5.0,1396.0,21.27,Brown,No,No,Power,170.0,5,9544,bangalore
1384,SUV,62000,Automatic,1,Jeep Compass,2019,1605000.0,Petrol,Third Party insurance,5.0,1368.0,14.1,Grey,Yes,No,Power,186.69,5,408,bangalore
1385,Sedan,35993,Manual,1,Honda City,2020,1170000.0,Petrol,Not Available,5.0,1498.0,18.6,PLATINUM WHITE PEARL,No,No,Electric,170.0,4,506,bangalore
1386,Hatchback,34000,Automatic,1,Hyundai Grand i10,2017,650000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,bangalore
1387,SUV,51338,Manual,1,Honda WR-V,2019,875000.0,Petrol,Comprehensive,5.0,1199.0,17.5,Red,No,No,Electric,164.26,5,363,bangalore
1388,Hatchback,74280,Manual,1,Hyundai Grand i10,2015,500000.0,Petrol,Not Available,5.0,1197.0,18.9,Wine Red,No,No,Power,165.0,5,256,bangalore
1389,SUV,82000,Automatic,1,Land Rover Range Rover Sport,2019,9500000.0,Diesel,Comprehensive,5.0,2993.0,12.65,Grey,Twin,Yes,Power,222.0,5,780,bangalore
1390,Sedan,63773,Automatic,1,Audi A6,2015,2195000.0,Diesel,Comprehensive,5.0,1968.0,17.68,Blue,Yes,No,Power,222.0,4,530,bangalore
1391,Hatchback,101356,Manual,2,Hyundai Grand i10,2015,395000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,bangalore
1392,Hatchback,75591,Manual,1,Maruti Alto 800,2020,421000.0,CNG,Third Party insurance,4.0,796.0,31.59,Others,No,No,Power,170.0,5,9544,bangalore
1393,SUV,72208,Automatic,1,Hyundai Creta,2017,1300000.0,Petrol,Not Available,5.0,1591.0,13.0,Blue,No,No,Power,170.0,5,400,bangalore
1394,Hatchback,51489,Manual,1,Maruti Swift,2014,490000.00000000006,Petrol,Comprehensive,5.0,1197.0,22.38,Blue,No,No,Electric,170.0,5,268,bangalore
1395,Hatchback,74643,Automatic,1,Maruti Ignis,2017,520000.0,Petrol,Third Party insurance,5.0,1197.0,20.89,Others,No,No,Electric,170.0,5,260,bangalore
1396,SUV,44000,Automatic,2,BMW X5,2008,1450000.0,Diesel,Comprehensive,5.0,2993.0,15.3,Golden,Yes,No,Power,170.0,5,9544,bangalore
1397,Hatchback,79575,Automatic,1,Honda Jazz,2017,616000.0,Petrol,Comprehensive,5.0,1199.0,19.0,Silver,No,No,Power,172.0,5,354,bangalore
1398,SUV,54097,Manual,1,Honda WR-V,2018,825000.0,Petrol,Comprehensive,5.0,1199.0,17.5,White,No,No,Electric,164.26,5,363,bangalore
1399,Sedan,35288,Manual,2,Honda City,2018,838000.0000000001,Petrol,Comprehensive,5.0,1497.0,17.4,Others,No,No,Power,189.0,4,510,bangalore
1400,Hatchback,70314,Automatic,1,Maruti Swift,2019,618000.0,Petrol,Zero Dep,5.0,1197.0,22.56,Silver,No,No,Electric,170.0,5,268,bangalore
1401,SUV,96939,Manual,2,Renault Duster,2017,875000.0,Diesel,Third Party insurance,5.0,1461.0,19.72,Black,Yes,No,Power,168.0,5,410,bangalore
1402,Hatchback,44824,Manual,2,Nissan Micra,2010,390000.0,Petrol,Comprehensive,5.0,1198.0,18.06,Red,No,No,Power,158.0,5,251,bangalore
1403,MUV,169219,Manual,2,Toyota Innova,2014,1349000.0,Diesel,Third Party insurance,7.0,2494.0,12.99,Golden,Yes,No,Power,170.0,5,9544,bangalore
1404,Sedan,92673,Manual,2,Honda City,2012,500000.0,Petrol,Third Party,5.0,1497.0,16.8,Taffeta White,No,No,Power,170.0,4,506,bangalore
1405,SUV,79000,Automatic,2,Mercedes-Benz GL-Class,2014,4100000.0,Diesel,Comprehensive,7.0,2987.0,11.3,White,Yes,No,Power,220.0,5,680,bangalore
1406,SUV,20183,Automatic,1,Jeep Compass,2020,2190000.0,Diesel,Zero Dep,5.0,1956.0,17.1,Minimal Grey,Yes,No,Power,170.0,5,408,bangalore
1407,Sedan,77130,Automatic,1,Toyota Yaris,2018,795000.0,Petrol,Comprehensive,5.0,1496.0,17.8,White,No,No,Power,170.0,4,476,bangalore
1408,SUV,45000,Automatic,1,Ford Ecosport,2017,775000.0,Petrol,Comprehensive,5.0,1496.0,14.7,Brown,No,No,Electric,171.43,5,352,bangalore
1409,Hatchback,27025,Automatic,2,Maruti Baleno,2017,745000.0,Petrol,Third Party insurance,5.0,1197.0,19.56,Grey,No,No,Electric,170.0,5,339,bangalore
1410,SUV,105153,Manual,1,Kia Seltos,2019,1125000.0,Petrol,Third Party insurance,5.0,1353.0,16.1,White,Yes,No,Power,170.0,5,433,bangalore
1411,SUV,70509,Manual,1,Mahindra XUV500,2016,1030000.0,Diesel,Comprehensive,7.0,2179.0,16.0,Brown,Yes,No,Power,185.0,5,720,bangalore
1412,Hatchback,11662,Automatic,2,Renault KWID,2020,582000.0,Petrol,Zero Dep,5.0,999.0,22.0,Silver,No,No,Electric,170.0,5,279,bangalore
1413,Hatchback,36176,Manual,1,Hyundai Grand i10,2018,615000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,White,No,No,Power,165.0,5,256,bangalore
1414,Hatchback,74342,Automatic,2,Honda Jazz,2015,560000.0,Petrol,Third Party insurance,5.0,1199.0,19.0,Red,No,No,Power,172.0,5,354,bangalore
1415,Hatchback,89837,Manual,1,Maruti Baleno,2016,710000.0,Diesel,Third Party,5.0,1248.0,27.39,Silver,Yes,No,Power,170.0,5,339,bangalore
1416,Hatchback,11912,Manual,2,Maruti Swift,2015,535000.0,Petrol,Third Party,5.0,1197.0,21.21,White,No,No,Electric,170.0,5,268,bangalore
1417,Hatchback,55544,Manual,2,Maruti Swift,2012,446000.0,Diesel,Third Party,5.0,1248.0,22.9,Red,Yes,No,Power,158.0,5,232,bangalore
1418,SUV,27027,Automatic,1,Ford Ecosport,2019,1018000.0,Petrol,Comprehensive,5.0,1497.0,14.8,White,No,No,Power,171.43,4,352,bangalore
1419,Sedan,56363,Automatic,1,Honda City,2017,840000.0,Petrol,Zero Dep,5.0,1497.0,18.0,Silver,No,No,Power,195.0,4,510,bangalore
1420,Sedan,42094,Manual,2,Hyundai Verna,2016,654000.0,Petrol,Comprehensive,5.0,1591.0,17.01,Others,No,No,Power,196.0,4,465,bangalore
1421,SUV,114912,Manual,1,Kia Seltos,2019,1125000.0,Petrol,Comprehensive,5.0,1353.0,16.1,White,Yes,No,Power,170.0,5,433,bangalore
1422,Hatchback,33649,Manual,1,Maruti Swift,2016,585000.0,Petrol,Third Party insurance,5.0,1197.0,22.0,Red,No,No,Power,170.0,5,9544,bangalore
1423,SUV,54000,Manual,1,Kia Seltos,2019,1250000.0,Petrol,Comprehensive,5.0,1497.0,16.8,Orange,No,No,Electric,170.0,5,433,bangalore
1424,Sedan,69798,Manual,2,Hyundai Xcent,2014,475000.0,Petrol,Comprehensive,5.0,1197.0,19.1,Silver,No,No,Power,172.0,4,407,bangalore
1425,Hatchback,69000,Manual,2,Hyundai i10,2010,310000.0,Petrol,Comprehensive,5.0,1197.0,20.36,Red,No,No,Power,170.0,4,9544,bangalore
1426,SUV,49001,Automatic,1,Jeep Compass,2020,2395000.0,Diesel,Zero Dep,5.0,1956.0,17.1,White,Yes,No,Power,170.0,5,408,bangalore
1427,Sedan,57527,Automatic,2,Hyundai Verna,2017,1085000.0,Diesel,Comprehensive,5.0,1582.0,22.0,Fiery Red,Yes,No,Power,170.0,4,480,bangalore
1428,Hatchback,57367,Manual,1,Fiat Punto EVO,2015,475000.0,Diesel,Comprehensive,5.0,1248.0,20.5,T Wine,Yes,No,Power,165.0,5,280,bangalore
1429,Hatchback,50936,Manual,2,Maruti Wagon R,2015,406000.0,Petrol,Third Party insurance,5.0,998.0,20.51,White,No,No,Power,152.0,5,180,bangalore
1430,Hatchback,23237,Manual,1,Hyundai i20,2022,1084000.0,Diesel,Comprehensive,5.0,1493.0,25.0,White,Yes,No,Electric,170.0,5,311,bangalore
1431,Hatchback,66596,Automatic,1,Maruti Celerio,2016,445000.0,Petrol,Comprehensive,5.0,998.0,23.1,Others,No,No,Power,150.0,5,235,bangalore
1432,SUV,36613,Manual,1,Mahindra XUV500,2016,1382000.0,Diesel,Comprehensive,7.0,2179.0,16.0,Silver,Yes,No,Power,185.0,5,720,bangalore
1433,Sedan,74104,Manual,1,Maruti Swift Dzire,2015,601000.0,Petrol,Third Party insurance,5.0,1197.0,20.85,White,No,No,Power,158.0,4,320,bangalore
1434,Hatchback,6777,Manual,1,Hyundai Santro,2022,594000.0,Petrol,Zero Dep,5.0,1086.0,20.3,White,No,No,Electric,170.0,5,235,bangalore
1435,SUV,14560,Manual,1,Ford Ecosport,2020,960000.0,Petrol,Comprehensive,5.0,1496.0,15.9,White,No,No,Electric,170.0,5,352,bangalore
1436,Hatchback,27000,Automatic,1,Maruti S-Presso,2021,575000.0,Petrol,Comprehensive,5.0,998.0,21.7,White,No,No,Power,170.0,5,9544,bangalore
1437,Sedan,90333,Automatic,2,Honda City,2015,729000.0,Petrol,Comprehensive,5.0,1497.0,18.0,Silver,No,No,Power,195.0,4,510,bangalore
1438,SUV,50114,Automatic,1,Mini Cooper Countryman,2019,3575000.0,Petrol,Comprehensive,5.0,1998.0,16.6,Blue,Yes,No,Power,225.0,5,450,bangalore
1439,SUV,69301,Manual,1,Maruti Vitara Brezza,2017,962000.0,Diesel,Comprehensive,5.0,1248.0,24.3,Silver,Yes,No,Power,172.0,5,328,bangalore
1440,Hatchback,71306,Manual,1,Renault KWID,2021,450000.0,Petrol,Comprehensive,5.0,999.0,21.74,Blue,No,No,Electric,170.0,5,279,bangalore
1441,Hatchback,35135,Automatic,1,Maruti Baleno,2019,849000.0,Petrol,Third Party insurance,5.0,1197.0,19.56,Prime Star Gaze,No,No,Electric,170.0,5,339,bangalore
1442,Hatchback,40561,Manual,1,Maruti Ritz,2016,535000.0,Diesel,Third Party insurance,5.0,1248.0,23.2,White,Yes,No,Power,163.0,5,236,bangalore
1443,Hatchback,90000,Manual,1,Hyundai i20,2012,435000.0,Petrol,Comprehensive,5.0,1197.0,17.0,Brown,No,No,Power,170.0,5,295,bangalore
1444,Hatchback,60000,Automatic,2,Honda Jazz,2017,685000.0,Petrol,Comprehensive,5.0,1199.0,19.0,Grey,No,No,Power,172.0,5,354,bangalore
1445,SUV,30000,Automatic,1,BMW X3,2019,5750000.0,Diesel,Comprehensive,5.0,1995.0,16.55,White,Yes,No,Power,213.0,5,485,bangalore
1446,SUV,60000,Manual,2,Renault Duster,2016,730000.0,Diesel,Third Party insurance,5.0,1461.0,19.87,Brown,Yes,No,Power,156.0,5,475,bangalore
1447,SUV,102000,Manual,1,Mahindra XUV500,2015,1145000.0,Diesel,Comprehensive,7.0,2179.0,16.0,White,Yes,No,Power,185.0,5,720,bangalore
1448,Hatchback,41659,Manual,2,Maruti Wagon R,2015,410000.0,Petrol,Third Party,5.0,998.0,18.9,Red,No,No,Power,170.0,4,9544,bangalore
1449,Sedan,85300,Automatic,2,Audi A4,2009,1075000.0,Petrol,Comprehensive,5.0,1781.0,12.3,White,No,Yes,Power,228.0,4,9544,bangalore
1450,Sedan,32483,Automatic,2,Hyundai Verna,2017,849000.0,Petrol,Third Party insurance,5.0,1591.0,17.01,Red,No,No,Power,196.0,4,465,bangalore
1451,Hatchback,34376,Manual,1,Hyundai i20,2018,749000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Blue,No,No,Power,170.0,5,295,bangalore
1452,SUV,36540,Manual,1,Hyundai Creta,2017,872000.0000000001,Petrol,Third Party insurance,5.0,1591.0,15.29,Silver,No,No,Power,165.0,5,400,bangalore
1453,Hatchback,148625,Manual,2,Hyundai i20,2011,306000.0,Petrol,Comprehensive,5.0,1197.0,17.0,Silver,No,No,Power,170.0,5,295,bangalore
1454,Sedan,81000,Automatic,4,Audi A6,2013,995000.0,Diesel,Third Party insurance,5.0,2967.0,14.57,Grey,Yes,No,Power,250.0,4,530,bangalore
1455,Hatchback,5609,Manual,2,Hyundai i10,2013,348000.0,Petrol,Third Party insurance,5.0,1086.0,19.81,White,No,No,Power,165.0,5,225,bangalore
1456,Sedan,37000,Automatic,1,Audi A3,2019,2425000.0,Petrol,Third Party insurance,5.0,1395.0,19.2,Blue,Yes,No,Power,222.0,4,425,bangalore
1457,SUV,6000,Manual,1,Hyundai Alcazar,2021,1725000.0,Petrol,Comprehensive,6.0,1999.0,14.5,Silver,No,No,Power,170.0,5,180,bangalore
1458,Sedan,61000,Manual,1,Renault Fluence,2013,500000.0,Diesel,Third Party,5.0,1461.0,21.8,Silver,No,No,Power,170.0,4,9544,bangalore
1459,Hatchback,30285,Automatic,2,Renault KWID,2018,417000.0,Petrol,Third Party insurance,5.0,999.0,24.04,Silver,No,No,Power,159.4,5,300,bangalore
1460,Sedan,80153,Manual,2,Volkswagen Vento,2011,399000.0,Diesel,Third Party insurance,5.0,1598.0,20.54,White,Yes,No,Power,186.0,4,480,bangalore
1461,Hatchback,49641,Automatic,1,Hyundai Grand i10,2016,541000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Others,No,No,Power,165.0,5,256,bangalore
1462,Hatchback,83075,Automatic,2,Maruti Baleno,2016,568000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,bangalore
1463,Hatchback,45677,Manual,1,Maruti Baleno,2018,730000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Red,No,No,Power,180.0,5,339,bangalore
1464,Hatchback,81849,Manual,1,Maruti Celerio,2017,446000.0,Petrol,Comprehensive,5.0,998.0,23.1,White,No,No,Power,150.0,5,235,bangalore
1465,Hatchback,67791,Manual,2,Maruti Swift,2015,638000.0,Diesel,Comprehensive,5.0,1248.0,25.2,Silver,Yes,No,Power,155.0,5,204,bangalore
1466,SUV,38100,Automatic,1,Volvo XC40,2018,3750000.0,Diesel,Comprehensive,5.0,1969.0,18.0,Red,No,No,Power,210.0,5,9544,bangalore
1467,Hatchback,65015,Manual,1,Hyundai i20,2018,694000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Others,No,No,Power,170.0,5,295,bangalore
1468,SUV,47000,Automatic,2,Mercedes-Benz GLC,2018,4700000.0,Diesel,Comprehensive,5.0,2143.0,17.9,Blue,Yes,No,Power,210.0,5,550,bangalore
1469,Hatchback,62029,Manual,1,Maruti Swift,2014,493000.0,Petrol,Third Party,5.0,1197.0,22.38,White,No,No,Electric,170.0,5,268,bangalore
1470,Hatchback,94926,Manual,1,Maruti Swift,2017,637000.0,Diesel,Comprehensive,5.0,1248.0,25.2,Silver,Yes,No,Power,155.0,5,204,bangalore
1471,Hatchback,119487,Manual,1,Hyundai i20,2012,365000.0,Petrol,Not Available,5.0,1197.0,17.0,Grey,No,No,Power,170.0,5,295,bangalore
1472,SUV,126000,Manual,1,Mahindra Bolero,2019,825000.0,Diesel,Third Party insurance,7.0,2523.0,15.96,White,Yes,No,Power,117.0,5,690,bangalore
1473,Sedan,70332,Manual,1,Volkswagen Ameo,2017,645000.0,Diesel,Comprehensive,5.0,1498.0,21.66,Grey,Yes,No,Power,170.0,4,330,bangalore
1474,Hatchback,37950,Manual,1,Maruti Ignis,2017,585000.0,Petrol,Third Party insurance,5.0,1197.0,20.89,Grey,No,No,Electric,170.0,5,260,bangalore
1475,Hatchback,38100,Manual,1,Hyundai i20,2019,835000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Silver,No,No,Power,170.0,5,285,bangalore
1476,SUV,156039,Manual,2,Toyota Fortuner,2012,1648999.9999999998,Diesel,Comprehensive,7.0,2982.0,12.55,Blue,Yes,No,Power,176.0,5,296,bangalore
1477,Sedan,56000,Manual,2,Maruti SX4,2008,330000.0,Petrol,Third Party insurance,5.0,1586.0,15.0,Red,No,No,Power,177.0,4,505,bangalore
1478,Hatchback,42000,Manual,2,Honda Brio,2014,425000.0,Petrol,Comprehensive,5.0,1198.0,19.4,White,No,No,Power,164.0,5,175,bangalore
1479,Hatchback,93003,Manual,1,Hyundai i20,2018,750000.0,Diesel,Comprehensive,5.0,1396.0,22.54,Red,Yes,No,Power,180.0,5,295,bangalore
1480,Hatchback,36000,Automatic,2,Hyundai Grand i10,2017,675000.0,Petrol,Comprehensive,5.0,1197.0,18.9,White,No,No,Power,165.0,5,256,bangalore
1481,SUV,20000,Automatic,1,Kia Sonet,2022,1150000.0,Petrol,Third Party insurance,5.0,998.0,19.255853130413264,Black,Yes,No,Electric,170.0,5,392,chennai
1482,Minivans,20687,Manual,1,Maruti Eeco,2015,415000.00000000006,Petrol,Comprehensive,7.0,1196.0,15.37,Grey,No,No,Manual,145.0,5,540,chennai
1483,SUV,30000,Manual,1,Nissan Magnite,2021,750000.0,Petrol,Third Party insurance,5.0,999.0,20.0,Others,Yes,No,Electric,170.0,5,336,chennai
1484,Hatchback,59247,Manual,1,Hyundai i10,2015,398000.0,Petrol,Comprehensive,5.0,1086.0,19.81,Silver,No,No,Power,165.0,5,225,chennai
1485,Hatchback,50000,Manual,1,Honda Jazz,2015,550000.0,Petrol,Third Party insurance,5.0,1199.0,18.7,Others,No,No,Power,172.0,5,354,chennai
1486,Sedan,20000,Automatic,1,Mercedes-Benz E-Class,2016,3300000.0,Diesel,Comprehensive,5.0,2143.0,13.0,White,Yes,No,Power,242.0,4,540,chennai
1487,Hatchback,29403,Automatic,1,Maruti Celerio,2016,453000.0,Petrol,Comprehensive,5.0,998.0,23.1,Blue,No,No,Power,150.0,5,235,chennai
1488,Hatchback,42700,Manual,1,Maruti A-Star,2010,285000.0,Petrol,Comprehensive,5.0,998.0,19.0,Grey,No,No,Power,170.0,5,9544,chennai
1489,SUV,23001,Automatic,1,BMW X3,2018,5000000.0,Diesel,Comprehensive,5.0,1995.0,16.55,Grey,Yes,No,Power,213.0,5,485,chennai
1490,SUV,25925,Automatic,2,Ford Ecosport,2018,821000.0000000001,Petrol,Comprehensive,5.0,1497.0,14.8,Black,No,No,Power,171.43,4,352,chennai
1491,Hatchback,20000,Manual,1,Hyundai i20,2021,865000.0,Petrol,Third Party insurance,5.0,1197.0,21.0,Blue,No,No,Electric,170.0,5,311,chennai
1492,Hatchback,17711,Automatic,1,Honda Jazz,2019,792000.0,Petrol,Comprehensive,5.0,1199.0,18.2,Silver,No,No,Power,172.0,5,354,chennai
1493,Sedan,50000,Automatic,1,BMW 3 Series,2020,4050000.0,Diesel,Comprehensive,5.0,1995.0,20.37,White,Yes,No,Power,243.0,4,480,chennai
1494,Hatchback,50000,Manual,1,Maruti Swift,2018,610000.0,Petrol,Third Party insurance,5.0,1197.0,22.0,Others,No,No,Power,170.0,5,268,chennai
