,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen,City
141,0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2012,1711,GLS,₹ 2.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Third Party insurance,"50,000 Kms",Second Owner,AP07,2012,5 Seats,Manual,2012.0,Specifications,,1086 CC,62.1bhp,17.92 kmpl,5,96.1Nm,13,Red,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,,hyderabad
142,0,Diesel,SUV,"97,161",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,1445,1.6 CRDi SX Option,₹ 11.24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"97,161 Kms",First Owner,TS06,Feb 2018,5 Seats,Manual,2017.0,Specifications,,1582 CC,126.2bhp,19.67 kmpl,5,259.9Nm,17,Black,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1300,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
143,0,Petrol,Sedan,"67,805",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2017,6305,1.2 MPI Highline Plus,₹ 6.09 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Zero Dep,"67,805 Kms",First Owner,TS09,Oct 2017,5 Seats,Manual,2017.0,Specifications,,1198 CC,73.75bhp,17 kmpl,5,110Nm,16,Blue,MPI Petrol Engine,1198,73.75bhp@5400rpm,110Nm@3750rpm,3.0,4.0,DOHC,MPFI,76.5 X 86.9 mm,10.5:1,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1069kg,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",16,4,330 Ltrs,,,,hyderabad
144,0,Diesel,SUV,"1,58,000",Automatic,2,2nd Owner,Audi,Audi Q3,2014,100,2.0 TDI Quattro Premium Plus,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1968 cc,Diesel,Third Party insurance,"1,58,000 Kms",Second Owner,TS09,Nov 2014,5 Seats,Automatic,2014.0,Specifications,,1968 CC,174.33bhp,15.73 kmpl,5,380Nm,16,White,TDI Diesel Engine,1968,174.33bhp@4200rpm,380Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4385mm,2019mm,1608mm,2603mm,1571mm,1575mm,1660kg,2185kg,7-Speed S-Tronic ,AWD,5,Power,5.9 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,460-litres,212 Kmph, 8.2 Seconds,,hyderabad
145,0,Petrol,Hatchback,"70,435",Manual,2,2nd Owner,Maruti,Maruti Alto K10,2014,10332,VXI,₹ 2.72 Lakh,₹ 2.98 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"70,435 Kms",Second Owner,TS09,Oct 2014,5 Seats,Manual,2014.0,Specifications,,998 CC,65.71bhp,24.39 kmpl,5,89Nm,,Silver,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3530mm,1490,1520,2380,,,755,,5 Speed,,5,Power,4.5,Disc,Drum,"Tubeless, Radial",,5,214,,,,hyderabad
146,0,Diesel,SUV,"49,287",Manual,1,1st Owner,MG,MG Hector,2020,6931,Super Diesel MT BSIV,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Comprehensive,"49,287 Kms",First Owner,TS11,Jan 2021,5 Seats,Manual,2020.0,Specifications,,1956 CC,167.68bhp,17.41 kmpl,5,350Nm,R17,Red,,1956,167.68bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1910,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,192mm,hyderabad
147,0,Petrol,Hatchback,"84,759",Automatic,2,2nd Owner,Hyundai,Hyundai Santro,2018,6670,Sportz AMT BSIV,₹ 5.22 Lakh,₹ 5.50 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Comprehensive,"84,759 Kms",Second Owner,TS09,Jan 2019,5 Seats,Automatic,2018.0,Specifications,,1086 CC,68bhp,20.3 kmpl,5,99Nm,,Red,1.1 litre Petrol Engine,1086,68bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,DOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1463 mm,1481 mm,1050,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",,5,235,,,,hyderabad
148,0,Petrol,Hatchback,"74,538",Manual,2,2nd Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 6.23 Lakh,₹ 6.54 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"74,538 Kms",Second Owner,TS08,Aug 2017,5 Seats,Manual,2017.0,Specifications,,1197 CC,83.1bhp,21.4 kmpl,5,115Nm,16,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",16,5,339-litres,180 Kmph,12.36 seconds,,hyderabad
149,0,Diesel,SUV,"53,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2010,3710,VLX 2WD BSIV,₹ 5.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"53,000 Kms",First Owner,AP11,Oct 2010,8 Seats,Manual,2010.0,Specifications,,2179 CC,120bhp,12.05 kmpl,8,290Nm,16,White,In-Line Engine,2179,120bhp@4000rpm,290Nm@1800-2800rpm,4.0,4.0,,CRDi,94 x 94 mm,18.5:1,Yes,No,4430mm,1817mm,1975mm,2680mm,,,1960,2510kg,6 Speed,2 WD,8,Power,5.6 metres,Disc,Drum,"Tubeless,Radial",16,5,460 litres,152km/hr,16.5 seconds,,hyderabad
150,0,Petrol,Hatchback,"79,024",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2017,10327,VXI,₹ 2.98 Lakh,₹ 3.35 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,796 cc,Petrol,Third Party insurance,"79,024 Kms",Second Owner,TS12,Jun 2017,5 Seats,Manual,2017.0,Specifications,,796 CC,47.33bhp,22.05 kmpl,5,69Nm,,Red,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,hyderabad
151,0,Diesel,Hatchback,"80,000",Manual,1,1st Owner,Maruti,Maruti Celerio,2016,3988,VDi,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,793 cc,Diesel,Third Party insurance,"80,000 Kms",First Owner,,2016,5 Seats,Manual,2016.0,Specifications,,793 CC,47bhp,27.62 kmpl,5,125Nm,,White,DDiS Diesel Engine,793,47bhp@3500rpm,125Nm@2000rpm,2.0,4.0,SOHC,CRDi,77.0 X 85.1 mm,15.0:1,No,No,3600mm,1600mm,1560mm,2425mm,1420mm,1410mm,880kg,1310kg,5 Speed ,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,130 Kmph,21.9 Seconds,,hyderabad
152,0,Diesel,Sedan,"56,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2019,7061,Exclusive E 220 d BSIV,₹ 49.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1950 cc,Diesel,Third Party insurance,"56,000 Kms",First Owner,TS09,Jul 2019,5 Seats,Automatic,2019.0,Specifications,,1950 CC,191.7bhp,16.1 kmpl,5,400Nm,17,White,CDI In-line Engine,1950,191.7bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,5063mm,1860mm,1494mm,3079mm,1595mm,1597mm,1805,,9 Speed,RWD,5,Electric,6 metres,Ventilated Disc,Disc,"Tubeless,Radial",17,4,540-litres,240 kmph,7.3 Seconds,,hyderabad
153,0,Diesel,SUV,"62,125",Manual,1,1st Owner,Hyundai,Hyundai Creta,2018,1442,1.6 CRDi SX,₹ 10.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Comprehensive,"62,125 Kms",First Owner,TS10,Aug 2018,5 Seats,Manual,2018.0,Specifications,,1582 CC,126.2bhp,19.67 kmpl,5,259.9Nm,16,Blue,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1280,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,16,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
154,0,Diesel,Hatchback,"95,596",Manual,1,1st Owner,Toyota,Toyota Etios Cross,2014,2212,1.4L VD,₹ 5.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1364 cc,Diesel,Comprehensive,"95,596 Kms",First Owner,TS08,Jul 2015,5 Seats,Manual,2014.0,Specifications,,1364 CC,67.06bhp,23.59 kmpl,5,170Nm,15,Silver,D-4D Diesel Engine,1364,67.06bhp@3800rpm,170Nm@1800-2400rpm,4.0,2.0,SOHC,CRDi,2.85 X 3.57 mm,,Yes,No,3895mm,1735mm,1555mm,2460mm,,,1030Kg,,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,Tubeless,15,5,251,160 Kmph,12 Seconds,,hyderabad
155,0,Petrol,Hatchback,"18,500",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,5607,1.2 Kappa Asta,₹ 6.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"18,500 Kms",First Owner,TS08,Oct 2019,5 Seats,Manual,2019.0,Specifications,,1197 CC,81.86bhp,18.9 kmpl,5,113.75nm,14,White,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256,165 Kmph,12.9 Seconds,,hyderabad
156,0,Diesel,Hatchback,"1,44,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2016,6236,DDiS VDI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,44,000 Kms",Second Owner,TS07,Aug 2016,5 Seats,Manual,2016.0,Specifications,,1248 CC,74bhp,28.4 kmpl,5,190Nm,,White,DDiS 190 Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,,CRDi,,,Yes,No,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,960Kgs,1405Kgs,5,,5,Power,4.8 Meters,Disc,Drum,Tubeless,,5,,,,,hyderabad
157,0,Petrol,Sedan,"55,200",Manual,1,1st Owner,Honda,Honda City,2021,7904,ZX MT,₹ 11.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Petrol,Third Party insurance,"55,200 Kms",First Owner,TS09,Apr 2021,5 Seats,Manual,2021.0,Specifications,,1498 CC,119.35bhp,18.6 kmpl,5,145Nm,16,Brown,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,DOHC,,,,,,4549mm,1748mm,1489mm,2600mm,1496mm,1484mm,1107-1153kg,1482-1528kg,6 Speed,,5,Electric,5.3,Ventilated Disc,Drum,"Tubeless, Radial",16,4,506,,,,hyderabad
158,0,Diesel,Hatchback,"1,88,058",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1487,Asta 1.4 CRDi,₹ 4.98 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1396 cc,Diesel,Not Available,"1,88,058 Kms",First Owner,TS09,Feb 2017,5 Seats,Manual,2016.0,Specifications,,1396 CC,88.73bhp,22.54 kmpl,5,219.7Nm,16,Passion Red,U2 CRDI Diesel Engine,1396,88.73bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1515kg,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,295-litres,180 Kmph,11.9 Seconds,,hyderabad
159,0,Petrol,Hatchback,"71,779",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1482,Asta 1.2,₹ 6.33 Lakh,₹ 6.85 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"71,779 Kms",First Owner,TS10,Mar 2017,5 Seats,Manual,2016.0,Specifications,,1197 CC,81.83bhp,18.6 kmpl,5,114.7Nm,16,Red,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,295-litres,170 Kmph,13.2 Seconds,,hyderabad
160,0,Petrol,Sedan,"1,01,176",Manual,3,3rd Owner,Honda,Honda City,2015,1279,i VTEC V,₹ 5.62 Lakh,₹ 5.90 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party insurance,"1,01,176 Kms",Third Owner,TS09,Aug 2015,5 Seats,Manual,2015.0,Specifications,,1497 CC,117.3bhp,17.4 kmpl,5,145Nm,15,Red,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1049kg,,5 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,195 Kmph,10 Seconds,,hyderabad
161,0,Diesel,Hatchback,"75,000",Manual,1,1st Owner,Maruti,Maruti Celerio,2016,3988,VDi,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,793 cc,Diesel,Third Party insurance,"75,000 Kms",First Owner,,2016,5 Seats,Manual,2016.0,Specifications,,793 CC,47bhp,27.62 kmpl,5,125Nm,,White,DDiS Diesel Engine,793,47bhp@3500rpm,125Nm@2000rpm,2.0,4.0,SOHC,CRDi,77.0 X 85.1 mm,15.0:1,No,No,3600mm,1600mm,1560mm,2425mm,1420mm,1410mm,880kg,1310kg,5 Speed ,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,130 Kmph,21.9 Seconds,,hyderabad
162,0,Petrol,Hatchback,"66,676",Manual,1,1st Owner,Honda,Honda Jazz,2017,1339,1.2 V i VTEC,₹ 6.01 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"66,676 Kms",First Owner,TS15,Jul 2017,5 Seats,Manual,2017.0,Specifications,,1199 CC,88.7bhp,18.7 kmpl,5,110Nm,15,Red,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1044kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",15,5,354-litres,172 Kmph,13.7 Seconds,,hyderabad
163,0,Petrol,Hatchback,"2,236",Manual,1,1st Owner,Maruti,Maruti Alto 800,2018,7073,LXI,₹ 3.52 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,796 cc,Petrol,Third Party insurance,"2,236 Kms",First Owner,TS07,Oct 2018,5 Seats,Manual,2018.0,Specifications,,796 CC,47.33bhp,22.05 kmpl,5,69Nm,,Silver,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445,1515,1475,2360,1295,1290,755,1185,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,hyderabad
164,0,Diesel,SUV,"62,000",Automatic,1,1st Owner,Mahindra,Mahindra Alturas G4,2019,6706,4X4 AT BSIV,₹ 23.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2157 cc,Diesel,Third Party insurance,"62,000 Kms",First Owner,TS09,Aug 2019,7 Seats,Automatic,2019.0,Specifications,,2157 CC,178.49bhp,12.05 kmpl,7,420Nm,18,Brown,D22DTR,2157,178.49bhp@4000rpm,420Nm@1600-2600rpm,4.0,4.0,,CRDI,,,Yes,No,4850 mm,1960 mm,1845 mm,2865 mm,,,2160,,7 speed,4WD,7,Power,5.5 m,Ventilated Disc,Ventilated Disc,Radial Tubeless,18,5,,,,,hyderabad
165,0,Petrol,Hatchback,"74,754",Manual,2,2nd Owner,Hyundai,Hyundai i10,2012,1577,Era 1.1 iTech SE,₹ 3 Lakh,₹ 3.28 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Third Party insurance,"74,754 Kms",Second Owner,AP13,Dec 2012,5 Seats,Manual,2012.0,Specifications,,1086 CC,68.05bhp,19.81 kmpl,5,99.04Nm,13,Silver,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,900,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,,hyderabad
166,0,Petrol,Hatchback,"66,244",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,6777,Delta,₹ 7.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"66,244 Kms",First Owner,TS08,Nov 2018,5 Seats,Manual,2018.0,Specifications,,1197 CC,81.80bhp,21.01 kmpl,5,113Nm,,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,865-890,1340kg,5 Speed,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",,5,339-litres,,12.36 seconds,,hyderabad
167,0,Petrol,Hatchback,"17,341",Manual,1,1st Owner,Renault,Renault KWID,2022,8914,1.0 RXT BSVI,₹ 5.41 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"17,341 Kms",First Owner,TS15,Aug 2022,5 Seats,Manual,2022.0,Specifications,,999 CC,67.06bhp,21.46 kmpl,5,91Nm,,Silver,1.0 SCe,999,67.06bhp@5500rpm,91Nm@4250rpm,3.0,4.0,,,,,,,3731mm,1579,1474,,,,699,,5 Speed,,5,Electric,,Disc,Drum,"Radial, Tubeless",,5,279,,,,hyderabad
168,0,Petrol,Hatchback,"44,675",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5605,1.2 Kappa Sportz Option,₹ 5.14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"44,675 Kms",First Owner,TS08,Dec 2018,5 Seats,Manual,2018.0,Specifications,,1197 CC,81.86bhp,18.9 kmpl,5,113.75nm,,White,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256-liters,165 Kmph,12.9 Seconds,,hyderabad
169,0,Diesel,SUV,"70,000",Manual,3,3rd Owner,Mahindra,Mahindra Jeep,2001,3546,MM 540,₹ 3.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2112 cc,Diesel,Third Party insurance,"70,000 Kms",Third Owner,AP28,,6 Seats,Manual,,Specifications,,2112 CC,,,6,,15,Others,,2112,,,4.0,4.0,,,,,,,,,,,,,,,,,6,Power,,,,"Tubeless,Radial",15,3,,,,,hyderabad
170,0,Petrol,Hatchback,"30,829",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,10495,Zeta,₹ 7.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"30,829 Kms",First Owner,TS08,Jun 2022,5 Seats,Manual,2022.0,Specifications,,1197 CC,88.50bhp,22.35 kmpl,5,113Nm,16,Grey,1.2 L K Series Engine,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3990mm,1745,1500,2520,,,920-955,1410,5 Speed,,5,Electric,4.85,Disc,Drum,"Tubeless, Radial",16,5,318,,,,hyderabad
171,0,Petrol,Sedan,"1,00,000",Manual,2,2nd Owner,Tata,Tata Zest,2015,3020,Revotron 1.2T Anniversary Edition,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1193 cc,Petrol,Third Party insurance,"1,00,000 Kms",Second Owner,AP16,2015,5 Seats,Manual,2015.0,Specifications,,1193 CC,88.7bhp,17.6 kmpl,5,140Nm,,Others,Revotron Engine,1193,88.7bhp@5000rpm,140Nm@1500-4000rpm,4.0,4.0,DOHC,MPFi,,,Yes,No,3995mm,1706mm,1570mm,2470mm,,,1115kg,,5 Speed,FWD,5,Power,5.1 metres,Disc,Drum,"Tubeless,Radial",,4,390-litres,163 Kmph,13.2 Seconds,,hyderabad
172,0,Diesel,Sedan,"53,800",Manual,1,1st Owner,Maruti,Maruti Ciaz,2019,6865,Alpha 1.5,₹ 9.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"53,800 Kms",First Owner,TS08,Aug 2019,5 Seats,Manual,2019.0,Specifications,,1498 CC,93.87bhp,26.82 kmpl,5,225Nm,16,Blue,DDiS 225 Diesel Engine,1498,93.87bhp@4000rpm,225Nm@1500-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4490 mm,1730 mm,1485 mm,2650 mm,,,1065,1590 kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",16,4,510-litres,,,,hyderabad
173,0,Diesel,SUV,"1,22,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,8978,1.4 E Plus CRDi,₹ 9.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1396 cc,Diesel,Third Party insurance,"1,22,000 Kms",First Owner,TS29,Aug 2017,5 Seats,Manual,2017.0,Specifications,,1396 CC,88.7bhp,22.1 kmpl,5,219.7Nm,,White,U2 CRDI Engine,1396,88.7bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDi,,,No,No,4270mm,1780mm,1665mm,2590mm,,,1240,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,,5,400,,,190mm,hyderabad
174,0,Diesel,SUV,"1,07,220",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2017,8164,R W10 FWD,₹ 14.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"1,07,220 Kms",First Owner,TS08,Jan 2018,7 Seats,Manual,2017.0,Specifications,,2179 CC,140bhp,16 kmpl,7,330Nm,17,White,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1655,2510kg,6 Speed,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,17,5,720-litres,185 Kmph,10 Seconds,,hyderabad
