,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen,City
30,0,Diesel,SUV,"3,800",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1493 cc,Diesel,Third Party insurance,"3,800 Kms",First Owner,DL2C,Sept 2020,5 Seats,Manual,2020,Specifications,,1493 CC,113.43bhp,20.8 kmpl,5,250nm,,Grey,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,CRDi,Yes,4315mm,1800mm,1645mm,2610mm,1465,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",,5,433,,,,,,,,,,,,delhi
31,0,Petrol,Sedan,"45,000",Automatic,1,1st Owner,BMW,BMW 3 Series GT,2017,6632,M Sport Petrol,₹ 32.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1998 cc,Petrol,Comprehensive,"45,000 Kms",First Owner,DL26,Sept 2017,5 Seats,Automatic,2017,Specifications,,1998 CC,248bhp,15.34 kmpl,5,350Nm,18,White,TwinPower Turbo 4-Cylinder Petrol Engine,1998,248bhp@5200rpm,350Nm@1450-4800rpm,4.0,4.0,Direct Injection,Yes,4824mm,1828mm,1508mm,2920 mm,1760,8 Speed,RWD,5,Power,Disc,Disc,Run-Flat,18,4,520,DOHC,No,5.5 metres,250 Kmph,6.1 Seconds,,1541 mm,1581 mm,,,,delhi
32,0,Petrol,Hatchback,"43,124",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1544,AT Asta,₹ 4.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"43,124 Kms",Second Owner,UP16,Sept 2014,5 Seats,Automatic,2014,Specifications,,1197 CC,82bhp,18.9 kmpl,5,114Nm,14,Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,163 Kmph,14.9 Seconds,,1479mm,1493mm,,,,delhi
33,0,Diesel,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2020,7799,W7,₹ 13 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"20,000 Kms",First Owner,UP21,2020,7 Seats,Manual,2020,Specifications,,2179 CC,152.87bhp,15.1 kmpl,7,360Nm,,Others,mHawk155 Diesel Engine,2179,152.87bhp@3750rpm,360Nm@1750-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,1625,6 Speed,FWD,7,Power,Ventilated Disc,Disc,Tubeless Tyres,,5,,DOHC,No,5.6 metres,,,2510kg,1600mm,1600mm,,16.5:1,,delhi
34,0,Diesel,SUV,"60,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2017,1444,1.6 CRDi AT SX Plus,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"60,000 Kms",First Owner,PH65,2017,5 Seats,Automatic,2017,Specifications,,1582 CC,126.2bhp,17.01 kmpl,5,259.9Nm,17,Black,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDi,Yes,4270mm,1780mm,1630mm,2590mm,1320,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,DOHC,No,5.3 metres,190 Kmph,10.5 Seconds,,,,,,,delhi
35,0,Petrol,Hatchback,"36,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,6779,Zeta,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"36,000 Kms",First Owner,DL3C,Jul 2018,5 Seats,Manual,2018,Specifications,,1197 CC,81.80bhp,21.01 kmpl,5,113Nm,R16,Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,DOHC,No,4.9,,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
36,0,Petrol,Hatchback,"44,559",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1544,AT Asta,₹ 4.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"44,559 Kms",First Owner,DL8C,Aug 2015,5 Seats,Automatic,2015,Specifications,,1197 CC,82bhp,18.9 kmpl,5,114Nm,14,Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,163 Kmph,14.9 Seconds,,1479mm,1493mm,,,,delhi
37,0,Petrol,SUV,"10,000",Manual,1,1st Owner,MG,MG Hector Plus,2022,7908,Sharp Hybrid MT,₹ 20.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1451 cc,Petrol,Third Party insurance,"10,000 Kms",First Owner,UP16,2022,6 Seats,Manual,2022,Specifications,,1451 CC,141bhp,14.025 kmpl,6,250nm,18,Others,1.5L Turbocharged Intercooled,1451,141bhp@5000rpm,250nm@1600-3600rpm,4.0,4.0,,YES,4720mm,1835mm,1760mm,2750mm,1775,6-speed,,6,,Disc,Disc,"Tubeless, Radial",18,5,155 L,,,,,,,,,,,192mm,delhi
38,0,Petrol,Hatchback,"37,587",Manual,1,1st Owner,Tata,Tata Altroz,2021,8118,XM plus BSVI,₹ 6.27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"37,587 Kms",First Owner,Hr22,Jun 2021,5 Seats,Manual,2021,Specifications,,1199 CC,86.83bhp,19.33 kmpl,5,113Nm,,Grey,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,No,3990mm,1755,1523,2501,1036,5-Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",,5,345,,,5.0,,,,,,,,,delhi
39,0,Petrol,Sedan,"90,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1156,SX i VTEC,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Third Party insurance,"90,000 Kms",First Owner,HR13,2016,5 Seats,Manual,2016,Specifications,,1198 CC,86.7bhp,17.8 kmpl,5,109Nm,,White,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,MPFi,No,3990mm,1680mm,1505mm,2405mm,965kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,SOHC,No,4.5 metres,160 Kmph,15 Seconds,,,,,,,delhi
40,0,Petrol,Hatchback,"73,786",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1591,Magna 1.2,₹ 1.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"73,786 Kms",First Owner,UP15,Jul 2010,5 Seats,Manual,2010,Specifications,,1197 CC,78.9bhp,20.36 kmpl,5,111.7Nm,13,Grey,Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,930,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,DOHC ,No,,,,,1400mm,1385mm,71 x 75.6 mm,10.5:1 ,,delhi
41,0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Toyota,Toyota Corolla Altis,2009,6151,1.8 VL AT,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1794 cc,Petrol,Third Party insurance,"50,000 Kms",First Owner,DD4L,2009,5 Seats,Automatic,2009,Specifications,,1794 CC,138.1bhp,14.53 kmpl,5,173Nm,15,Silver,DOHC Dual VVT-i Petrol En,1794,138.1bhp@6400rpm,173Nm@4000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,4620mm,1776mm,1475mm,2700mm,1370,7 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,475-litres,DOHC,No,5.3 metres,205km/hr,10.42Seconds,,1530mm,1535mm,,,,delhi
42,0,Petrol,Hatchback,"22,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,7084,VXI,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"22,000 Kms",First Owner,HR26,Sept 2018,5 Seats,Manual,2018,Specifications,,1197 CC,81.80bhp,21.21 kmpl,5,113Nm,,Grey,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,855-885,5,FWD,5,Electric,Disc,Drum,Tubeless,,5,268,DOHC,No,4.8 Meters,,12.71s,1315kg,1530mm,1530mm,73 x 72 mm,,,delhi
43,0,Petrol,Hatchback,"38,103",Automatic,1,1st Owner,Maruti,Maruti Baleno,2019,6780,Alpha CVT,₹ 7.43 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"38,103 Kms",First Owner,UP16,May 2019,5 Seats,Automatic,2019,Specifications,,1197 CC,81.80bhp,19.56 kmpl,5,113Nm,R16,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,910-935,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,DOHC,No,4.9,,12.36 seconds,1360kg,1515mm,1525mm,,,,delhi
44,0,Petrol,Hatchback,"15,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2022,7586,Zeta BSVI,₹ 6.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"15,000 Kms",First Owner,HR26,Aug 2022,5 Seats,Manual,2022,Specifications,,1197 CC,81.80bhp,20.89 kmpl,5,113Nm,15,White,VVT,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,,,3700mm,1690,1595,2435,840-865,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,260,,,4.7,,,,,,,,,delhi
45,0,Diesel,MUV,"69,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2018,2406,2.8 GX AT BSIV,₹ 17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2755 cc,Diesel,Comprehensive,"69,000 Kms",First Owner,DL2C,Sept 2018,7 Seats,Automatic,2018,Specifications,,2755 CC,171.5bhp,11.36 kmpl,7,360Nm,16,Brown,1-GD FTV Engine,2755,171.5bhp@3400rpm,360Nm@1200-3400rpm,4.0,4.0,Direct Injection,Yes,4735mm,1830mm,1795mm,2750mm,1830kg,6 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,,DOHC,No,5.4 meters,,,2450kg,1540mm,1540mm,3.62 X 4.08 mm,,,delhi
46,0,Petrol,Hatchback,"48,327",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2013,1542,Asta,₹ 3.59 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"48,327 Kms",Second Owner,HR51,Dec 2013,5 Seats,Manual,2013,Specifications,,1197 CC,82bhp,18.9 kmpl,5,114Nm,14,Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,165 Kmph,12.9 Seconds,,1479mm,1493mm,,,,delhi
47,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Zen Estilo,2008,5765,1.1 LXI BSIII,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1061 cc,Petrol,Third Party insurance,"40,000 Kms",First Owner,,2008,5 Seats,Manual,2008,Specifications,,1061 CC,64bhp,18.2 kmpl,5,84Nm,13,Others,"1.1L, 4-Cyl, F10D Petrol",1061,64bhp@6200rpm,84Nm@3500rpm,4.0,4.0,MPFi,No,,,,,875,5 Speed,2WD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,5,,,No,4.6 m,130 kmph,16.26 seconds,,,,,,,delhi
48,0,Petrol,SUV,"38,967",Manual,1,1st Owner,Kia,Kia Seltos,2020,7112,GTX Plus,₹ 11.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1353 cc,Petrol,Third Party insurance,"38,967 Kms",First Owner,UP14,Nov 2020,5 Seats,Manual,2020,Specifications,,1353 CC,138.08bhp,16.5 kmpl,5,242nm,17,Grey,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,GDi,Yes,4315mm,1800mm,1645mm,2610mm,1515,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",17,5,433,,,,,,,,,,,,delhi
49,0,Diesel,SUV,"50,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1493 cc,Diesel,Comprehensive,"50,000 Kms",First Owner,DL2C,Aug 2020,5 Seats,Manual,2020,Specifications,,1493 CC,113.43bhp,20.8 kmpl,5,250nm,,White,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,CRDi,Yes,4315mm,1800mm,1645mm,2610mm,1465,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",,5,433,,,,,,,,,,,,delhi
50,0,Petrol,Hatchback,"33,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,6776,Alpha,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"33,000 Kms",First Owner,DL9C,Sept 2016,5 Seats,Manual,2016,Specifications,,1197 CC,81.80bhp,21.01 kmpl,5,113Nm,R16,Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,DOHC,No,4.9,,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
51,0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Toyota,Toyota Etios,2014,2204,G,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1496 cc,Petrol,Comprehensive,"70,000 Kms",First Owner,DL14,Aug 2014,5 Seats,Manual,2014,Specifications,,1496 CC,88.73bhp,16.78 kmpl,5,132Nm,15,White,Petrol Engine,1496,88.73bhp@5600rpm,132Nm@3000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,4265mm,1695mm,1510mm,2550mm,935kg,5 Speed,FWD,5,Power,Ventilated Disc ,Drum,"Tubeless,Radial",15,4,595-litres,DOHC,No,4.9 metres,,,,,,,,,delhi
52,0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2006,4336,LXI,"₹ 90,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"1,20,000 Kms",Third Owner,GJ01,2006,5 Seats,Manual,2006,Specifications,,998 CC,67.1bhp,18.9 kmpl,5,90Nm,13,Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,,delhi
53,0,Diesel,SUV,"72,000",Automatic,1,1st Owner,Isuzu,Isuzu MU-X,2018,5734,4X4,₹ 16.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2999 cc,Diesel,Comprehensive,"72,000 Kms",First Owner,DL8C,Jan 2018,7 Seats,Automatic,2018,Specifications,,2999 CC,175bhp,13.8 kmpl,7,380nm,17,White,Isuzu Ddi VGS TurboEngine,2999,175bhp@3600rpm,380nm@1800-2800rpm,4.0,4.0,CRDi,Yes,4825mm,1860mm,1840mm,2845mm,2750kgs,5,4WD,7,Power,Ventilated Disc,Disc,Tubeless,17,5,,DOHC,No,5.8m,,,,1570mm,1570mm,95.4X104.9,17.5:1,,delhi
54,0,Petrol,SUV,"58,511",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,₹ 8.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1591 cc,Petrol,Comprehensive,"58,511 Kms",First Owner,HR26,Mar 2017,5 Seats,Manual,2017,Specifications,,1591 CC,121.3bhp,15.29 kmpl,5,151Nm,,Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFI,No,4270mm,1780mm,1630mm,2590mm,"1,300",6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,400-litres,DOHC,No,5.3 metres,165 Kmph,10.5 Seconds,,,,,,,delhi
55,0,Diesel,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"60,000 Kms",First Owner,,2014,5 Seats,Manual,2014,Specifications,,1248 CC,74bhp,23.4 kmpl,5,190Nm,14,Gray,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,3995mm,1695mm,1555mm,2430mm,1060kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,,No,4.8metres,,,1505kg,1485mm,1495mm,69.6 X 82 mm,17.6:1,,delhi
56,0,Diesel,SUV,"40,000",Manual,3,3rd Owner,Mahindra,Mahindra Scorpio,2019,6116,S7 140 BSIV,₹ 12.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"40,000 Kms",Third Owner,UP14,2019,7 Seats,Manual,2019,Specifications,,2179 CC,140bhp,16.36 kmpl,7,320Nm,,White,mHawk Diesel Engine,2179,140bhp@3750rpm,320Nm@1500-2800rpm,4.0,4.0,CRDi,Yes,4456mm,1820mm,1995mm,2680mm,1785,6 Speed,RWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,460,DOHC,No,5.4 metres,163.81kmph,11.68 Seconds,2510kg,,,,,,delhi
57,0,Petrol,Hatchback,"43,500",Manual,1,1st Owner,Maruti,Maruti Swift,2019,4160,LXI BSIV,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"43,500 Kms",First Owner,HR51,Apr 2019,5 Seats,Manual,2019,Specifications,,1197 CC,81.80bhp,22 kmpl,5,113Nm,,Blue,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,855kg,5,FWD,5,Power,Disc,Drum,Tubeless,,5,268,,No,4.8 Meters,,,1315kg,1530mm,1530mm,73 x 72 mm,,,delhi
58,0,Petrol,Sedan,"68,192",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2019,4224,VXi,₹ 6.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1298 cc,Petrol,Comprehensive,"68,192 Kms",First Owner,HR51,Mar 2019,5 Seats,Manual,2019,Specifications,,1298 CC,85.8bhp,17.5 kmpl,5,114Nm,14,Grey,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,4160mm,1690mm,1530mm,2390mm,1025kg,5 Speed,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,SOHC,No,4.7m,,,,1470mm,1480mm,74 x 75.5 mm,9.0:1,,delhi
59,0,Diesel,SUV,"1,00,000",Manual,3,3rd Owner,Mahindra,Mahindra XUV500,2017,3812,W6 1.99 mHawk,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1997 cc,Diesel,Third Party insurance,"1,00,000 Kms",Third Owner,DL10,2017,7 Seats,Manual,2017,Specifications,,1997 CC,140bhp,16 kmpl,7,320Nm,,Others,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,1890,6 Speed ,FWD,7,Power,Disc,Disc,"Tubeless,Radial",,5,720-litres,DOHC,No,5.6 metres,185 Kmph,10 Seconds,2510kg,,,,,,delhi
60,0,Diesel,Hatchback,"74,872",Manual,1,1st Owner,Honda,Honda Jazz,2015,1345,1.5 V i DTEC,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Comprehensive,"74,872 Kms",First Owner,DL8C,Mar 2016,5 Seats,Manual,2015,Specifications,,1498 CC,98.6bhp,27.3 kmpl,5,200Nm,15,Alabaster Silver Metallic,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,,Yes,3955mm,1694mm,1544mm,2530mm,1155kg,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless, Radial",15,5,354-litres,DOHC,No,5.1 meters,172 Kmph,13.7 Seconds,,,,,,,delhi
61,0,Diesel,MUV,"47,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2019,8193,2.4 GX 7 STR,₹ 17.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2393 cc,Diesel,Comprehensive,"47,000 Kms",First Owner,HR51,Jul 2019,7 Seats,Manual,2019,Specifications,,2393 CC,148bhp,12 kmpl,7,343Nm,16,Grey,2.4L Diesel Engine,2393,148bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,CRDi,Yes,4735,1830,1795,2750,1855,5 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,300,DOHC,,5.4,,,2430,1540,1540,,,,delhi
62,0,Petrol,SUV,"9,000",Manual,1,1st Owner,Maruti,Maruti Brezza,2022,9186,Zxi Plus DT BSVI,₹ 12.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Third Party,"9,000 Kms",First Owner,HR26,Sept 2022,5 Seats,Manual,2022,Specifications,,1462 CC,101.65bhp,19.89 kmpl,5,136.8Nm,16,Brown,K15C Smart Hybrid,1462,101.65bhp@6000rpm,136.8Nm@4400rpm,4.0,4.0,,,3995,1790,1685,2500,1195,5-Speed,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",16,5,328,,,,,,,,,,,,delhi
63,0,Petrol,Hatchback,"31,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2019,7140,1.0 MPI Highline Plus BSIV,₹ 6.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Comprehensive,"31,000 Kms",First Owner,DL9C,Jan 2019,5 Seats,Manual,2019,Specifications,,999 CC,75bhp,18.78 kmpl,5,95Nm,16,White,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,MPFI,No,3971mm,1682mm,1469mm,2469mm,1044Kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,280,DOHC,No,4.97 metres,,,1500Kg,1460mm,1456mm,74.5x76.4 mm,10.5:1,,delhi
64,0,Petrol,Hatchback,"33,709",Manual,2,2nd Owner,Tata,Tata Tiago,2018,2971,1.2 Revotron XE,₹ 3.99 Lakh,₹ 4.15 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"33,709 Kms",Second Owner,UP16,Dec 2018,5 Seats,Manual,2018,Specifications,,1199 CC,84bhp,23.84 kmpl,5,114Nm,,Others,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,MPFi,No,3746mm,1647mm,1535mm,2400mm,940kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,242-litres,DOHC,No,4.9 meters,150 kmph,14.3 Seconds,,1400mm,1420mm,77 X 85.8 mm,10.8:1,,delhi
